School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
JOHN DEWEY HS - BROOKLYN,K,21,FY19 RESO A AUDITORIUM UPGRADE,"8,888,000",CIP,K540,50 AVENUE X,Brooklyn,10467,BROOKLYN,40.589268,-73.981738,313,47,308,3194998,3071850020,Gravesend,"(40.589268, -73.981738)",11/09/2021
P.S. 35 - STATEN ISLAND,R,31,COVID VENTILATION,"55,358",CIP,R035,60 FOOTE AVENUE,Staten Island,10467,STATEN IS,40.613721,-74.099626,501,49,47,5015603,5006100127,Grymes Hill-Clifton-Fox Hills,"(40.613721, -74.099626)",11/09/2021
P.S. 183 - MANHATTAN,M,2,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / VENTILATION,"4,888,000",CIP,M183,419 EAST 66 STREET,Manhattan,10467,MANHATTAN,40.763736,-73.95815,108,5,116,1045569,1014610007,Lenox Hill-Roosevelt Island,"(40.763736, -73.95815)",11/09/2021
BRONX INTERNATIONAL - BRONX,X,9,FLOOD ELIMINATION / INTERIOR SPACES / ROOFS / TOWER TERRA COTTA REPLACEMENT / WINDOWS,"37,337,000",CIP,X400,1110 BOSTON ROAD,Bronx,10467,BRONX,40.827642,-73.904473,203,16,135,2004526,2026340001,Morrisania-Melrose,"(40.827642, -73.904473)",11/09/2021
P.S. 277 - BROOKLYN,K,22,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"5,731,000",CIP,K277,2529 GERRITSEN AVENUE,Brooklyn,10467,BROOKLYN,40.596145,-73.928793,318,46,666,3242369,3085900650,park-cemetery-etc-Brooklyn,"(40.596145, -73.928793)",11/09/2021
P.S. 964 - MANHATTAN,M,4,ELECTRICAL WORK FOR A/C INITIATIVE,"23,000",CIP,M050,433 EAST 100 STREET,Manhattan,10467,MANHATTAN,40.785258,-73.941526,111,8,162,1083933,1016940001,East Harlem South,"(40.785258, -73.941526)",11/09/2021
P.S. 200 - QUEENS,Q,25,FY20 RESO A GYMNASIUM UPGRADE,"60,000",CIP,Q200,70-10 164 STREET,Queens,10467,QUEENS,40.731369,-73.805116,408,24,"122,701",4146990,4067890001,Pomonok-Flushing Heights-Hillcrest,"(40.731369, -73.805116)",11/09/2021
TOTTENVILLE HS - STATEN ISLAND,R,31,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,"1,863,000",CIP,R455,100 LUTEN AVENUE,Staten Island,10467,STATEN IS,40.528092,-74.192032,503,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.528092, -74.192032)",11/09/2021
X186 SPED - BRONX,X,12,FY19 RESO A AUDITORIUM UPGRADE,"439,172.35",CIP,X136,750 JENNINGS STREET,Bronx,10467,BRONX,40.83182,-73.898075,203,16,151,2010344,2029690001,Morrisania-Melrose,"(40.83182, -73.898075)",11/09/2021
Q009 SPED - QUEENS,Q,24,EXTERIOR MASONRY / FIRE ALARM / FLOOD ELIMINATION / PARAPETS / PARTIAL ACCESSIBILITY / ROOFS,"11,338,933",CIP,Q009,58-74 57 STREET,Queens,10467,QUEENS,40.718935,-73.912208,405,30,535,4059130,4026310106,Maspeth,"(40.718935, -73.912208)",11/09/2021
COLLABORATIVE ARTS MIDDLE SCHOOL - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"769,000",CIP,Q231,145-00 SPRINGFIELD BOULEVARD,Queens,10467,QUEENS,40.664608,-73.758784,413,31,320,4285682,4133310001,Springfield Gardens South-Brookville,"(40.664608, -73.758784)",11/09/2021
P.S. 14 - BRONX,X,8,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,"10,370,000",CIP,X014,3047 BRUCKNER BOULEVARD,Bronx,10467,BRONX,40.83587,-73.825774,210,13,184,2072754,2053130092,Schuylerville-Throgs Neck-Edgewater Park,"(40.83587, -73.825774)",11/09/2021
J.H.S. 189 - QUEENS,Q,25,LOW VOLTAGE ELECTRICAL SYSTEM,"900,000",CIP,Q189,144-80 BARCLAY AVENUE,Queens,10467,QUEENS,40.759844,-73.820548,407,20,863,4114763,4050510027,Murray Hill,"(40.759844, -73.820548)",11/09/2021
I.S. 221 - BRONX,X,7,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"64,670",CIP,X149,360 EAST 145 STREET,Bronx,10467,BRONX,40.813983,-73.920782,201,8,43,2097038,2023060054,Mott Haven-Port Morris,"(40.813983, -73.920782)",11/09/2021
I.S. 371 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,"53,000",CIP,X192,650 HOLLYWOOD AVENUE,Bronx,10467,BRONX,40.826526,-73.818417,210,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park,"(40.826526, -73.818417)",11/09/2021
RICHMOND HILL HS - QUEENS,Q,27,FY18 RESO A AUDITORIUM  UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM,"1,922,060",CIP,Q475,89-30 114 STREET,Queens,10467,QUEENS,40.695888,-73.833681,409,28,124,4195688,4093210001,Richmond Hill,"(40.695888, -73.833681)",11/09/2021
P.S. 74 - STATEN ISLAND,R,31,STANDALONE GYM ANNEX,"8,679,000.72",CIP,R700,211 DANIEL LOW TERRACE,Staten Island,10467,STATEN IS,40.639087,-74.079922,501,49,11,5000290,5000180006,West New Brighton-New Brighton-St. George,"(40.639087, -74.079922)",11/09/2021
I.S. 424 - BRONX,X,8,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,"7,504,528.75",CIP,X074,730 BRYANT AVENUE,Bronx,10467,BRONX,40.815455,-73.88577,202,17,117,2006566,2027630279,Hunts Point,"(40.815455, -73.88577)",11/09/2021
P.S. 7 - MANHATTAN,M,4,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"99,700",CIP,M007,160 EAST 120 STREET,Manhattan,10467,MANHATTAN,40.801007,-73.939349,111,8,196,1083501,1017680021,East Harlem North,"(40.801007, -73.939349)",11/09/2021
P.S. 28 - QUEENS,Q,24,FY19 RESO A LIBRARY UPGRADE,"162,574",CIP,Q028,109-10 47TH AVENUE,Queens,10467,QUEENS,40.747126,-73.854824,404,21,415,4529578,4020030023,Corona,"(40.747126, -73.854824)",11/09/2021
I.S. 118 - BRONX,X,10,CAST PANELS / FLOOD ELIMINATION / PARAPETS / ROOFS,"17,541,000",CIP,X118,577 EAST 179 STREET,Bronx,10467,BRONX,40.848339,-73.89308,206,15,"37,504",2011995,2030690001,East Tremont,"(40.848339, -73.89308)",11/09/2021
P.S. 3 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"6,930,000",CIP,R003,80 SOUTH GOFF AVENUE,Staten Island,10467,STATEN IS,40.520699,-74.211264,503,51,198,5083311,5067960044,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.520699, -74.211264)",11/09/2021
P.S. 43 - QUEENS,Q,27,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"1,179,000",CIP,Q043,160 BEACH 29TH STREET,Queens,10467,QUEENS,40.593834,-73.76174,414,31,"99,802",4467711,4158200001,Far Rockaway-Bayswater,"(40.593834, -73.76174)",11/09/2021
P.S. 162 - QUEENS,Q,26,FY21 RESO A GYMNASIUM UPGRADE,"121,300",CIP,Q162,201-02 53 AVENUE,Queens,10467,QUEENS,40.749036,-73.777213,411,20,"140,901",4159363,4074100001,Bayside-Bayside Hills,"(40.749036, -73.777213)",11/09/2021
P.S. 51 - QUEENS,Q,27,EXTERIOR MASONRY / ROOFS / WINDOWS,"4,814,000",CIP,Q051,87-45 117TH STREET,Queens,10467,QUEENS,40.699015,-73.832356,409,29,122,4449704,4093270026,Richmond Hill,"(40.699015, -73.832356)",11/09/2021
SCHOOL FOR TOURISM AND HOSPITALITY - BRONX,X,8,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"3,934,000",CIP,X650,900 TINTON AVENUE,Bronx,10467,BRONX,40.821675,-73.903546,203,17,133,2004807,2026680001,Morrisania-Melrose,"(40.821675, -73.903546)",11/09/2021
ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,K,19,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"4,666,000",CIP,K202,982 HEGEMAN AVENUE,Brooklyn,10467,BROOKLYN,40.666417,-73.876563,305,42,"1,116",3098664,3044770001,East New York,"(40.666417, -73.876563)",11/09/2021
I.S. 419 - QUEENS,Q,24,New,"67,589,000",CAP,Q419,111-12 ASTORIA BOULEVARD,Queens,11369,QUEENS,40.7599,-73.859211,403,21,373,4000000,4017050001,East Elmhurst,"(40.7599, -73.859211)",11/09/2021
P.S. 188 - MANHATTAN,M,1,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"67,450",CIP,M188,442 EAST HOUSTON STREET,Manhattan,10301,M,,,,,,,,,,01/06/2022
P.S. 181 - BROOKLYN,K,17,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"765,000",CIP,K181,1023 NEW YORK AVENUE,Brooklyn,10467,BROOKLYN,40.648215,-73.946374,317,45,856,3327776,3049040010,East Flatbush-Farragut,"(40.648215, -73.946374)",11/09/2021
EDWARD R. MURROW HS - K,K,21,FY11 RESO A- TV STUDIO UPGRADE / PATH OF TRAVEL RESO A TV STUDIO UPGRADE,"1,679,000",CIP,K525,1600 AVENUE L,Brooklyn,10467,BROOKLYN,40.620525,-73.959285,314,44,768,3180673,3067340109,Midwood,"(40.620525, -73.959285)",11/09/2021
P.S. @ 45 WAVERLY PLACE - STATEN ISLAND,R,31,New,"77,780,000",CAP,R070,45 WAVERLY PLACE,Staten Is,10304,STATEN IS,40.618212,-74.085058,501,49,29,,,Stapleton-Rosebank,"(40.618212, -74.085058)",11/09/2021
P.S. 196 - BROOKLYN,K,14,DEFECTIVE FACADE / DEFECTIVE FOUNDATION WALLS- WATER INFILTRATION / ROOFS,"4,100,000",CIP,K196,207 BUSHWICK AVENUE,Brooklyn,10467,BROOKLYN,40.708723,-73.940002,301,34,485,3071024,3030460001,Bushwick South,"(40.708723, -73.940002)",11/09/2021
P.S. 114 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,"13,200",CIP,X114,1155 CROMWELL AVENUE,Bronx,10467,BRONX,40.834776,-73.923067,204,16,63,2003022,2024950100,West Concourse,"(40.834776, -73.923067)",11/09/2021
THE MAURICE SENDAK COMMUNITY SCHOOL,K,15,FY19 RESO A ACCESSIBILITY,"22,000",CIP,K763,211 8 STREET,Brooklyn,10467,BROOKLYN,40.670764,-73.987787,306,39,137,3021840,3009980001,Park Slope-Gowanus,"(40.670764, -73.987787)",11/09/2021
P.S. 8 - BROOKLYN,K,13,NYS AUDITORIUM UPGRADE / PATH OF TRAVEL NYS AUDITORIUM UPGRADE,"1,850,000",CIP,K008,37 HICKS STREET,Brooklyn,10467,BROOKLYN,40.70071,-73.993241,302,33,1,3001540,3002110001,Brooklyn Heights-Cobble Hill,"(40.70071, -73.993241)",11/09/2021
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,PUBLIC ADDRESS SYSTEM REPLACEMENT,"1,343,000",CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,10467,QUEENS,40.771755,-73.780296,411,19,"1,097",4134578,4060440001,Bayside-Bayside Hills,"(40.771755, -73.780296)",11/09/2021
P.S. 230 - BROOKLYN,K,15,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,"12,748,448",CIP,K230,1 ALBEMARLE ROAD,Brooklyn,10467,BROOKLYN,40.645017,-73.980761,312,39,498,3124109,3053230032,Kensington-Ocean Parkway,"(40.645017, -73.980761)",11/09/2021
P.S. 42 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,"8,326.84",CIP,X042,1537 WASHINGTON AVENUE,Bronx,10467,BRONX,40.838288,-73.902987,203,16,169,2009466,2029030023,Claremont-Bathgate,"(40.838288, -73.902987)",11/09/2021
P.S. 1 - MANHATTAN,M,2,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOF / WINDOWS,"24,910,000",CIP,M001,8 HENRY STREET,Manhattan,10467,MANHATTAN,40.71276,-73.997489,103,1,27,1003375,1002790040,Chinatown,"(40.71276, -73.997489)",11/09/2021
P.S. 24 - QUEENS,Q,25,Addition,"82,451,000",CAP,Q024,45-57 UNION STREET,Queens,11355,QUEENS,40.75207,-73.818789,407,20,"1,205",4000000,4052010021,East Flushing,"(40.75207, -73.818789)",11/09/2021
P.S. 69 - QUEENS,Q,30,FIRE ALARM REPLACEMENT,"1,750,964.8",CIP,Q069,77-02 37 AVENUE,Queens,10467,QUEENS,40.749266,-73.888817,403,25,287,4029892,4012880001,Jackson Heights,"(40.749266, -73.888817)",11/09/2021
P.S. 181 - BROOKLYN,K,17,FLOOD ELIMINATION,"525,000",CIP,K181,1023 NEW YORK AVENUE,Brooklyn,10467,BROOKLYN,40.648215,-73.946374,317,45,856,3327776,3049040010,East Flatbush-Farragut,"(40.648215, -73.946374)",11/09/2021
HS FOR HEALTH CAREER & SCIENCE - M,M,6,WATER MAIN- BACKFLOW ISSUE,"890,000",CIP,M465,549 AUDUBON AVENUE,Manhattan,10467,MANHATTAN,40.855855,-73.92712,112,10,277,1076751,1021600018,Washington Heights North,"(40.855855, -73.92712)",11/09/2021
P.S. 88 - BRONX,X,9,LSP FY20 RESO A AUDITORIUM UPGRADE,"92,551.48",CIP,X088,1340 SHERIDAN AVENUE,Bronx,10467,BRONX,40.837275,-73.913574,204,16,"17,902",2094533,2028300017,East Concourse-Concourse Village,"(40.837275, -73.913574)",11/09/2021
QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,Q,28,FY16 RESO A GREEN ROOF,"389,000",CIP,Q686,91-30 METROPOLITAN AVENUE,Queens,10467,QUEENS,40.711367,-73.856698,406,29,645,4447233,4038860800,Forest Hills,"(40.711367, -73.856698)",11/09/2021
QUEENS COLLEGIATE SCHOOL - QUEENS,Q,28,FY18 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL TENNIS COURT SURFACE,"1,105,733.73",CIP,Q470,167-01 GOTHIC DRIVE,Queens,10467,QUEENS,40.713218,-73.797237,408,24,452,4448806,4098580100,Briarwood-Jamaica Hills,"(40.713218, -73.797237)",11/09/2021
P.S. / I.S. 498 - BRONX,X,11,FY18 RESO A AUDITORIUM UPGRADE,"71,550",CIP,X498,1640 BRONXDALE AVENUE,Bronx,10467,BRONX,40.84473,-73.858207,211,13,244,2116414,2040910001,Van Nest-Morris Park-Westchester Square,"(40.84473, -73.858207)",11/09/2021
P.S. 306 - QUEENS,Q,27,ELECTRICAL SYSTEMS,"584,747.79",CIP,Q262,95-16 89TH AVENUE,Queens,10467,QUEENS,40.691765,-73.849006,409,32,20,4538070,4089750100,Woodhaven,"(40.691765, -73.849006)",11/09/2021
SCHOOL FOR CLASSICS HS - BROOKLYN,K,19,FY19 RESO A AUDITORIUM UPGRADE,"44,500",CIP,K218,370 FOUNTAIN AVENUE,Brooklyn,10467,BROOKLYN,40.670724,-73.874208,305,42,"1,118",3095977,3042780001,East New York,"(40.670724, -73.874208)",11/09/2021
P.S. 41 - QUEENS,Q,26,FIRE ALARM / FY17 RESO A ELECTRICAL WORK FOR A/C INITIATIVE,"2,404,220",CIP,Q041,214-43 35 AVENUE,Queens,10467,QUEENS,40.769601,-73.770863,411,19,"1,097",4135975,4061210001,Bayside-Bayside Hills,"(40.769601, -73.770863)",11/09/2021
P.S. 48 - BRONX,X,8,COVID VENTILATION,"708,860",CIP,X048,1290 SPOFFORD AVENUE,Bronx,10467,BRONX,40.814425,-73.886953,202,17,93,2006680,2027660001,Hunts Point,"(40.814425, -73.886953)",11/09/2021
P.S. 247 - BROOKLYN,K,20,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,"7,093,000",CIP,K247,7000 21 AVENUE,Brooklyn,10467,BROOKLYN,40.612273,-73.986713,311,47,258,3157466,3061740036,Bensonhurst West,"(40.612273, -73.986713)",11/09/2021
P.S. 17 - QUEENS,Q,30,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"6,630,000",CIP,Q017,28-37 29 STREET,Queens,10467,QUEENS,40.768985,-73.922428,401,22,71,4007663,4005940001,Old Astoria,"(40.768985, -73.922428)",11/09/2021
P.S. 88 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"879,000",CIP,X088,1340 SHERIDAN AVENUE,Bronx,10467,BRONX,40.837275,-73.913574,204,16,"17,902",2094533,2028300017,East Concourse-Concourse Village,"(40.837275, -73.913574)",11/09/2021
P.S. 96 - QUEENS,Q,27,Demo,"2,981,000",CAP,Q096,130-01 ROCKAWAY BOULEVARD,Queens,11420,QUEENS,40.674991,-73.808371,410,28,180,4253028,4116940027,South Ozone Park,"(40.674991, -73.808371)",11/09/2021
FOREST AVENUE COMMUNITY EDUCATIONAL COMPLEX - STATEN ISLAND,R,31,Lease,"2,120,000",CAP,R066,1625 FOREST AVENUE,Staten Is,10302,STATEN IS,40.624773,-74.142525,501,49,247,5025214,5010650007,Port Richmond,"(40.624773, -74.142525)",11/09/2021
I.S. 339 - BRONX,X,9,PA SYSTEM REPLACEMENT,"928,000",CIP,X147,1600 WEBSTER AVENUE,Bronx,10467,BRONX,40.840878,-73.904754,203,16,167,2009400,2028970005,Claremont-Bathgate,"(40.840878, -73.904754)",11/09/2021
I.S. 443 - BROOKLYN,K,15,LSP VACUUM PUMP REPLACEMENT,"187,997",CIP,K845,330 18 STREET,Brooklyn,10467,BROOKLYN,40.660976,-73.988297,307,38,147,3331274,3008800001,Sunset Park West,"(40.660976, -73.988297)",11/09/2021
P.S. 110 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"5,847,000",CIP,X110,580 CROTONA PARK SOUTH,Bronx,10467,BRONX,40.835286,-73.900751,203,16,149,2009718,2029320001,Morrisania-Melrose,"(40.835286, -73.900751)",11/09/2021
X721 SPED - BRONX,X,11,EXTERIOR MASONRY WATER PENETRATION / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,"9,394,223",CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10467,BRONX,40.842289,-73.838949,211,13,284,2045725,2041330200,Van Nest-Morris Park-Westchester Square,"(40.842289, -73.838949)",11/09/2021
MARTIN VAN BUREN HS - QUEENS,Q,26,RNWL SBHC,"1,829,000",CIP,Q435,230-17 HILLSIDE AVENUE,Queens,10467,QUEENS,40.733066,-73.738756,413,23,"1,301",4166101,4079300002,Bellerose,"(40.733066, -73.738756)",11/09/2021
P.S. 68 - BRONX,X,11,FACADE/MASONRY / PARAPETS / ROOFS / WATER INFILTRATION,"7,397,800",CIP,X068,4011 MONTICELLO AVENUE,Bronx,10467,BRONX,40.891732,-73.838471,212,12,426,2067852,2049860081,Woodlawn-Wakefield,"(40.891732, -73.838471)",11/09/2021
LONG ISLAND CITY HS - Q,Q,30,CRACKED PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,"21,700,000",CIP,Q452,14-30 BROADWAY,Queens,10467,QUEENS,40.765826,-73.9328,401,22,45,4467709,4005290002,Astoria,"(40.765826, -73.9328)",11/09/2021
K373 SPED - BROOKLYN,K,17,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,"4,759,000",CIP,K877,35 SNYDER AVENUE,Brooklyn,10467,BROOKLYN,40.648585,-73.957282,314,40,794,3338996,3051030093,Erasmus,"(40.648585, -73.957282)",11/09/2021
P.S. @ 639 ST ANN'S AVENUE - BRONX,X,7,New,"66,789,000",CAP,X487,639 ST ANN'S AVENUE,Bronx,10455,BRONX,40.816532,-73.911747,201,17,71,2115801,2023590100,Melrose South-Mott Haven North,"(40.816532, -73.911747)",11/09/2021
P.S. 135 - BROOKLYN,K,18,FACADE / PARAPETS / ROOFS / STRUCTURAL DEFECTS,"13,950,000",CIP,K135,684 LINDEN BOULEVARD,Brooklyn,10467,BROOKLYN,40.65364,-73.933114,317,41,870,3102005,3046730001,East Flatbush-Farragut,"(40.65364, -73.933114)",11/09/2021
ALC - BROOKLYN CHOICES,K,32,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,"5,947,484",CIP,K799,271 MELROSE STREET,Brooklyn,10467,BROOKLYN,40.702083,-73.929647,304,34,425,3071962,3031570037,Bushwick South,"(40.702083, -73.929647)",11/09/2021
P.S. 277 - BROOKLYN,K,22,FY18 RESO A SCIENCE LAB UPGRADES,"277,000",CIP,K277,2529 GERRITSEN AVENUE,Brooklyn,10467,BROOKLYN,40.596145,-73.928793,318,46,666,3242369,3085900650,park-cemetery-etc-Brooklyn,"(40.596145, -73.928793)",11/09/2021
P.S. 203 - QUEENS,Q,26,WINDOWS,"3,880,000",CIP,Q203,53-11 SPRINGFIELD BOULEVARD,Queens,10467,QUEENS,40.754201,-73.760636,411,23,"138,501",4161005,4074820317,Oakland Gardens,"(40.754201, -73.760636)",11/09/2021
THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE - K,K,32,EXTERIOR MASONRY / PARAPETS / ROOFS,"20,195,000",CIP,K480,400 IRVING AVENUE,Brooklyn,10467,BROOKLYN,40.697185,-73.91117,304,37,435,3076908,3033650098,Bushwick North,"(40.697185, -73.91117)",11/09/2021
P.S. 196 - QUEENS,Q,28,Addition,"34,522,000",CAP,Q196,71-25 113 STREET,Queens,11375,QUEENS,40.722782,-73.837946,406,29,"75,702",4052713,4022480100,Forest Hills,"(40.722782, -73.837946)",11/09/2021
P.S. 354 - QUEENS,Q,28,FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,"129,500",CIP,Q030,126-10 BEDELL STREET,Queens,10467,QUEENS,40.68031,-73.774432,412,28,"33,402",4270045,4124950065,Springfield Gardens North,"(40.68031, -73.774432)",11/09/2021
I.S. 49 - STATEN ISLAND,R,31,COVID VENTILATION,"364,531",CIP,R049,101 WARREN STREET,Staten Island,10467,STATEN IS,40.620347,-74.081643,501,49,29,5014184,5005560080,Stapleton-Rosebank,"(40.620347, -74.081643)",11/09/2021
P.S. 25 - BROOKLYN,K,16,PLAY YARD / WINDOWS,"8,700,000",CIP,K025,787 LAFAYETTE AVENUE,Brooklyn,10467,BROOKLYN,40.691037,-73.941342,303,36,281,3049858,3017870014,Stuyvesant Heights,"(40.691037, -73.941342)",11/09/2021
I.S. 348 - MANHATTAN,M,6,LOW VOLTAGE ELECTRICAL SYSTEM / PUBLIC ADDRESS SYSTEM / WATER MAIN / BACKFLOW PREVENTION,"2,380,000",CIP,M859,512 WEST 182 STREET,Manhattan,10467,MANHATTAN,40.848925,-73.931028,112,10,269,1063699,1021550006,Washington Heights North,"(40.848925, -73.931028)",11/09/2021
PRE-K CENTER @ 168 8TH STREET - BROOKLYN,K,15,New,"27,543,000",CAP,K710,168 8TH STREET,Brooklyn,11215,BROOKLYN,40.671728,-73.989838,306,39,121,3022044,3010030011,Park Slope-Gowanus,"(40.671728, -73.989838)",11/09/2021
P.S. 69 - QUEENS,Q,30,FY19 RESO A PLAYGROUND,"546,000",CIP,Q069,77-02 37 AVENUE,Queens,10467,QUEENS,40.749266,-73.888817,403,25,287,4029892,4012880001,Jackson Heights,"(40.749266, -73.888817)",11/09/2021
SATELLITE AT FORSYTHE,M,1,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPET / ROOFS,"9,958,000",CIP,M510,198 FORSYTH STREET,Manhattan,10467,MANHATTAN,40.72252,-73.990728,103,1,"3,601",1005626,1004220072,Chinatown,"(40.72252, -73.990728)",11/09/2021
P.S. 108 - BRONX,X,11,Demo,"2,657,000",CAP,X108,1166 NEILL AVENUE,Bronx,10461,BRONX,40.854726,-73.853227,211,13,288,2048608,2042750001,Pelham Parkway,"(40.854726, -73.853227)",11/09/2021
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,LSP PATH OF TRAVEL RESO A GYMNASIUM,"111,494.69",CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,10467,QUEENS,40.771755,-73.780296,411,19,"1,097",4134578,4060440001,Bayside-Bayside Hills,"(40.771755, -73.780296)",11/09/2021
EAST SIDE COMMUNITY SCHOOL,M,1,COVID VENTILATION,"265,699",CIP,M060,420 EAST 12 STREET,Manhattan,10467,MANHATTAN,40.729589,-73.982555,103,2,34,1005974,1004390017,East Village,"(40.729589, -73.982555)",11/09/2021
P.S. 81 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"46,000",CIP,Q848,511 SENECA AVENUE,Queens,10467,QUEENS,40.705315,-73.911909,405,34,545,4081987,4034340001,Ridgewood,"(40.705315, -73.911909)",11/09/2021
P.S. 170 - BRONX,X,9,FY19 RESO A PLAYGROUND,"300,000",CIP,X170,1598 TOWNSEND AVENUE,Bronx,10467,BRONX,40.844316,-73.913604,204,14,"22,702",2103870,2028470041,Mount Hope,"(40.844316, -73.913604)",11/09/2021
P.S. 177 - BROOKLYN,K,21,LOW VOLTAGE ELECTRICAL SYSTEM,"1,760,500",CIP,K177,346 AVENUE P,Brooklyn,10467,BROOKLYN,40.608604,-73.974847,311,44,424,3175834,3066310001,Bensonhurst East,"(40.608604, -73.974847)",11/09/2021
P.S. 71 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"549,000",CIP,X071,3040 ROBERTS AVENUE,Bronx,10467,BRONX,40.845787,-73.829829,210,13,"26,602",2046140,2041710001,Pelham Bay-Country Club-City Island,"(40.845787, -73.829829)",11/09/2021
P.S. 140 - QUEENS,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"20,204.8",CIP,Q140,166-01 116 AVENUE,Queens,10467,QUEENS,40.686798,-73.781247,412,27,278,4267260,4123410031,Baisley Park,"(40.686798, -73.781247)",11/09/2021
P.S. 195/196 - BRONX,X,12,Addition,"61,823,735",CAP,X077,1250 WARD AVENUE,Bronx,10472,BRONX,40.830087,-73.877603,209,18,54,2088553,2037750025,West Farms-Bronx River,"(40.830087, -73.877603)",11/09/2021
P.S. 98 - QUEENS,Q,26,DETERIORATED MASONRY,"3,957,000",CIP,Q098,40-20 235 STREET,Queens,10467,QUEENS,40.769271,-73.749369,411,19,"1,483",4168629,4080820285,Douglas Manor-Douglaston-Little Neck,"(40.769271, -73.749369)",11/09/2021
I.S. 362 - MANHATTAN,M,5,ELECTRICAL WORK FOR A/C INITIATIVE,"13,224.91",CIP,M125,425 WEST 123 STREET,Manhattan,10467,MANHATTAN,40.810431,-73.955809,109,7,"20,901",1059526,1019640012,Morningside Heights,"(40.810431, -73.955809)",11/09/2021
P.S. 399 - BROOKLYN,K,17,BOILER REPLACEMENT,"4,375,000",CIP,K399,2707 ALBEMARLE ROAD,Brooklyn,10467,BROOKLYN,40.648044,-73.951891,317,40,824,3117396,3051110001,Erasmus,"(40.648044, -73.951891)",11/09/2021
BRONX INTERNATIONAL - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,"99,000",CIP,X400,1110 BOSTON ROAD,Bronx,10467,BRONX,40.827642,-73.904473,203,16,135,2004526,2026340001,Morrisania-Melrose,"(40.827642, -73.904473)",11/09/2021
